user,item
10999,1136
10999,1240
10999,780
10999,1580
10999,58559
10999,4878
10999,2716
10999,4963
10999,4011
11005,318
11005,50
11005,527
11005,593
11005,2959
11005,296
11005,8961
11005,4226
11005,356
11005,150
11006,4226
11006,3578
11006,2571
11006,4011
11006,6539
11006,47
11006,50
11006,593
11006,318
11006,1136
11012,6016
11012,48774
11012,55820
11012,4878
11012,7361
11012,49272
11012,54286
11012,51255
11012,593
11012,60069
11013,608
11013,1732
11013,4973
11013,296
11013,4914
11013,6711
11013,4226
11013,2959
11013,2571
11013,318
11016,50
11016,47
11016,4878
11016,1270
11016,2997
11016,356
11016,858
11016,296
11016,750
11016,1198
11017,79132
11017,2959
11017,72998
11017,2858
11017,60069
11017,56367
11017,2571
11017,318
11017,68157
11017,81845
11024,6539
11024,2761
11024,2139
11024,48394
11024,588
11024,4973
11024,1274
11024,541
11024,318
11024,2959
11034,293
11034,81847
11034,32
11034,72998
11034,81564
11034,318
11034,2959
11034,296
11034,78499
11034,2858
11038,2858
11038,4306
11038,1721
11038,1
11038,1682
11038,1073
11038,2959
11038,527
11038,150
11038,32
11042,35836
11042,2502
11042,4878
11042,5989
11042,63082
11042,527
11042,593
11042,318
11042,4973
11042,2571
11074,56367
11074,33166
11074,2858
11074,527
11074,39183
11074,48738
11074,318
11074,7361
11074,55820
11074,48394
11078,2997
11078,32
11078,356
11078,2329
11078,48394
11078,79132
11078,318
11078,2571
11078,46578
11078,58559
11081,2959
11081,7013
11081,1214
11081,1258
11081,904
11081,923
11081,1270
11081,541
11081,1333
11081,750
11083,296
11083,527
11083,2959
11083,8961
11083,4878
11083,1136
11083,32
11083,7153
11083,608
11083,356
11085,4973
11085,58559
11085,68157
11085,44191
11085,2329
11085,4226
11085,593
11085,2858
11085,527
11085,50
11093,780
11093,2858
11093,6874
11093,4226
11093,527
11093,318
11093,6539
11093,2959
11093,5418
11093,296
11095,318
11095,2959
11095,81845
11095,99114
11095,296
11095,76093
11095,72998
11095,7502
11095,70286
11095,78499
11096,593
11096,32
11096,1198
11096,1265
11096,4226
11096,2762
11096,50
11096,3578
11096,2858
11096,1580
11097,81562
11097,78499
11097,2959
11097,4878
11097,86882
11097,50
11097,81591
11097,80463
11097,70286
11097,7502
11103,69481
11103,527
11103,69757
11103,82459
11103,2858
11103,4226
11103,79132
11103,296
11103,60069
11103,63082
11105,4973
11105,1580
11105,1265
11105,593
11105,1198
11105,7153
11105,318
11105,2858
11105,4226
11105,4886
11107,2762
11107,6016
11107,858
11107,47
11107,318
11107,2858
11107,608
11107,293
11107,1136
11107,4973
11108,4993
11108,6377
11108,2959
11108,63082
11108,6539
11108,4306
11108,60069
11108,68954
11108,527
11108,50872
11109,2571
11109,527
11109,296
11109,1
11109,32
11109,4886
11109,6377
11109,50
11109,318
11109,4306
11114,4973
11114,2571
11114,1136
11114,2329
11114,750
11114,318
11114,1203
11114,7361
11114,58559
11114,904
11117,780
11117,4995
11117,1203
11117,541
11117,110
11117,480
11117,1198
11117,1265
11117,593
11117,50
11118,4878
11118,2329
11118,593
11118,1136
11118,4973
11118,58559
11118,7153
11118,4226
11118,7361
11118,1198
11125,2329
11125,49530
11125,5995
11125,61323
11125,1203
11125,356
11125,63082
11125,4973
11125,79132
11125,55820
11136,4973
11136,356
11136,1197
11136,1193
11136,296
11136,150
11136,5952
11136,2959
11136,608
11136,4306
11137,1203
11137,6377
11137,60069
11137,2571
11137,32
11137,32587
11137,30749
11137,6539
11137,2324
11137,51662
11152,356
11152,30707
11152,33794
11152,30749
11152,527
11152,4995
11152,6539
11152,33166
11152,318
11152,32587
11159,750
11159,1214
11159,2858
11159,150
11159,2571
11159,527
11159,2019
11159,480
11159,356
11159,924
11165,4226
11165,150
11165,6539
11165,590
11165,2959
11165,6377
11165,4306
11165,318
11165,1193
11165,1214
11175,2997
11175,32
11175,7153
11175,1136
11175,541
11175,4226
11175,6711
11175,750
11175,318
11175,7361
11182,858
11182,150
11182,7143
11182,5445
11182,296
11182,47
11182,648
11182,8360
11182,58559
11182,4995
11183,356
11183,46578
11183,4995
11183,49272
11183,33794
11183,72998
11183,59315
11183,63082
11183,44195
11183,593
11188,4306
11188,1527
11188,6539
11188,4973
11188,8961
11188,27773
11188,44191
11188,110
11188,5418
11188,49272
11189,8641
11189,8464
11189,1517
11189,2572
11189,527
11189,69757
11189,48394
11189,356
11189,1721
11189,30749
11191,1270
11191,150
11191,296
11191,2959
11191,527
11191,780
11191,4963
11191,480
11191,6539
11191,318
11200,76251
11200,74789
11200,318
11200,79139
11200,74458
11200,93510
11200,59369
11200,79293
11200,85510
11200,87869
11201,1241
11201,7360
11201,2288
11201,296
11201,968
11201,1215
11201,593
11201,1982
11201,2959
11201,1214
11211,7361
11211,2858
11211,1193
11211,2329
11211,7153
11211,4993
11211,1198
11211,296
11211,527
11211,356
11223,48738
11223,2959
11223,44555
11223,527
11223,7361
11223,46578
11223,54286
11223,48516
11223,55276
11223,2571
11225,2959
11225,59315
11225,81845
11225,89745
11225,68954
11225,70286
11225,76093
11225,68358
11225,78499
11225,73017
11230,49272
11230,318
11230,2959
11230,60069
11230,33794
11230,50
11230,79132
11230,69122
11230,296
11230,46976
11232,4886
11232,4973
11232,58559
11232,7361
11232,8961
11232,5218
11232,318
11232,4306
11232,4995
11232,7153
11233,593
11233,50
11233,356
11233,79132
11233,2762
11233,2858
11233,780
11233,60069
11233,70286
11233,480
11239,4306
11239,6874
11239,6539
11239,1682
11239,293
11239,7438
11239,608
11239,4973
11239,480
11239,1527
11242,2571
11242,296
11242,2858
11242,58559
11242,47
11242,318
11242,50
11242,2329
11242,527
11242,2959
11243,4226
11243,296
11243,2028
11243,50
11243,8961
11243,1
11243,4973
11243,2959
11243,2329
11243,858
11246,1214
11246,1225
11246,4973
11246,4027
11246,4034
11246,4226
11246,1952
11246,356
11246,7361
11246,235
11248,74458
11248,90405
11248,94677
11248,79132
11248,88129
11248,84152
11248,83613
11248,85414
11248,79091
11248,78209
11250,92259
11250,44555
11250,296
11250,99114
11250,356
11250,2571
11250,63082
11250,109374
11250,527
11250,68157
11253,527
11253,2762
11253,2959
11253,1
11253,6539
11253,6377
11253,593
11253,318
11253,356
11253,7153
11257,527
11257,6377
11257,6539
11257,2762
11257,1732
11257,7153
11257,2571
11257,7361
11257,32587
11257,5952
11260,2858
11260,296
11260,4993
11260,5952
11260,4306
11260,318
11260,527
11260,858
11260,2959
11260,480
11263,50
11263,318
11263,79132
11263,356
11263,46578
11263,750
11263,2329
11263,32
11263,48774
11263,69757
11265,32
11265,318
11265,32587
11265,3949
11265,4878
11265,2571
11265,2329
11265,50
11265,6016
11265,4973
11267,356
11267,1517
11267,6539
11267,1214
11267,318
11267,527
11267,1584
11267,33794
11267,2115
11267,592
11272,70286
11272,527
11272,69122
11272,541
11272,7502
11272,4226
11272,593
11272,81845
11272,60069
11272,68954
11273,50872
11273,58559
11273,70286
11273,8961
11273,318
11273,59315
11273,2959
11273,31658
11273,79132
11273,68954
11275,2762
11275,4306
11275,1610
11275,2329
11275,4963
11275,1682
11275,2028
11275,296
11275,150
11275,5989
11276,2028
11276,296
11276,59315
11276,60069
11276,2329
11276,48516
11276,2858
11276,6016
11276,110
11276,47
11278,593
11278,356
11278,6377
11278,1136
11278,527
11278,8961
11278,2329
11278,318
11278,2571
11278,2858
11280,480
11280,318
11280,1214
11280,527
11280,4306
11280,5349
11280,1270
11280,2959
11280,296
11280,33794
11285,593
11285,3039
11285,3363
11285,527
11285,2918
11285,8961
11285,6377
11285,1220
11285,4002
11285,150
11288,70286
11288,99114
11288,79702
11288,87306
11288,4306
11288,91529
11288,103335
11288,108932
11288,58559
11288,97938
11293,56367
11293,69757
11293,44191
11293,46578
11293,70286
11293,72998
11293,63082
11293,79132
11293,71535
11293,69122
11295,588
11295,4995
11295,318
11295,527
11295,1197
11295,6539
11295,6377
11295,953
11295,150
11295,356
11305,4995
11305,608
11305,2762
11305,1961
11305,4973
11305,1193
11305,47
11305,593
11305,2571
11305,3578
11309,44191
11309,356
11309,150
11309,46578
11309,2028
11309,4995
11309,6539
11309,2858
11309,50
11309,4226
11322,6711
11322,4226
11322,7361
11322,318
11322,593
11322,50
11322,111
11322,44555
11322,527
11322,3949
11323,296
11323,33794
11323,593
11323,33493
11323,1270
11323,4226
11323,356
11323,318
11323,6539
11323,4886
11329,4223
11329,5445
11329,924
11329,2019
11329,2278
11329,6016
11329,4306
11329,1617
11329,1682
11329,1274
11335,527
11335,5989
11335,2571
11335,72998
11335,296
11335,33166
11335,63082
11335,50
11335,356
11335,2858
11336,4973
11336,49272
11336,296
11336,2329
11336,6539
11336,2959
11336,318
11336,58559
11336,35836
11336,356
11337,5445
11337,60069
11337,589
11337,1682
11337,2959
11337,318
11337,32
11337,1214
11337,50
11337,356
11343,1580
11343,2959
11343,60069
11343,380
11343,527
11343,7502
11343,33679
11343,81845
11343,86332
11343,7143
11344,2959
11344,318
11344,58559
11344,32
11344,2858
11344,7361
11344,1197
11344,2571
11344,7153
11344,356
11345,934
11345,2394
11345,2059
11345,2141
11345,1
11345,480
11345,1291
11345,3034
11345,919
11345,2096
11348,1246
11348,1249
11348,3386
11348,1193
11348,1343
11348,1079
11348,6979
11348,4223
11348,3020
11348,3148
11355,47
11355,4226
11355,2324
11355,150
11355,79132
11355,858
11355,7361
11355,50
11355,4878
11355,5995
11357,78499
11357,6502
11357,7502
11357,81845
11357,64614
11357,527
11357,81591
11357,76093
11357,85414
11357,293
11362,55820
11362,50
11362,2959
11362,318
11362,2858
11362,4226
11362,7361
11362,2571
11362,72998
11362,2329
11363,1721
11363,47
11363,593
11363,4973
11363,6874
11363,8961
11363,527
11363,150
11363,2028
11363,2762
11374,2571
11374,7361
11374,356
11374,2959
11374,541
11374,2329
11374,527
11374,318
11374,296
11374,4226
11398,4306
11398,296
11398,1270
11398,780
11398,2858
11398,527
11398,4226
11398,3578
11398,593
11398,4993
11401,1201
11401,953
11401,4973
11401,1235
11401,480
11401,16
11401,5995
11401,1965
11401,79132
11401,1729
11403,2028
11403,8961
11403,1214
11403,1923
11403,733
11403,2115
11403,4306
11403,6377
11403,6539
11403,1097
11406,69122
11406,7153
11406,95510
11406,106782
11406,81845
11406,106920
11406,78499
11406,97304
11406,91500
11406,68954
11412,69122
11412,8961
11412,2329
11412,527
11412,593
11412,318
11412,2959
11412,50
11412,68237
11412,63082
11413,6539
11413,593
11413,2762
11413,296
11413,2571
11413,318
11413,4886
11413,4226
11413,5618
11413,7153
11414,32
11414,1214
11414,4878
11414,2858
11414,1527
11414,2716
11414,318
11414,6502
11414,296
11414,2571
11424,2797
11424,1220
11424,1196
11424,2137
11424,4995
11424,50
11424,1012
11424,7361
11424,2359
11424,4973
11429,296
11429,4226
11429,44191
11429,3578
11429,593
11429,8961
11429,4973
11429,318
11429,4886
11429,110
11434,58559
11434,2959
11434,33794
11434,35836
11434,7361
11434,8961
11434,45722
11434,49272
11434,34048
11434,6502
11435,6539
11435,858
11435,50
11435,527
11435,318
11435,2571
11435,296
11435,49272
11435,5418
11435,2959
11437,593
11437,527
11437,47
11437,457
11437,2959
11437,4995
11437,150
11437,110
11437,318
11437,4886
11439,50
11439,64839
11439,72998
11439,64614
11439,70286
11439,80463
11439,60069
11439,4226
11439,356
11439,48394
11441,6539
11441,593
11441,6377
11441,1198
11441,4306
11441,110
11441,1
11441,2571
11441,1270
11441,318
11443,48394
11443,4878
11443,2858
11443,2959
11443,70286
11443,296
11443,60069
11443,2997
11443,1333
11443,55820
11448,648
11448,1198
11448,47
11448,4226
11448,2028
11448,32
11448,150
11448,4306
11448,296
11448,318
11457,47
11457,7361
11457,6377
11457,2329
11457,318
11457,6539
11457,356
11457,4306
11457,593
11457,2571
11460,27808
11460,56587
11460,60397
11460,45720
11460,65230
11460,58559
11460,2762
11460,4973
11460,46578
11460,56152
11463,4963
11463,7361
11463,2762
11463,2858
11463,1961
11463,480
11463,4306
11463,593
11463,150
11463,51662
11465,70286
11465,63082
11465,60069
11465,2959
11465,54286
11465,6016
11465,318
11465,2571
11465,527
11465,750
11475,4226
11475,4306
11475,593
11475,356
11475,2571
11475,2858
11475,296
11475,2329
11475,6539
11475,4995
11491,1527
11491,1784
11491,1036
11491,1517
11491,1721
11491,648
11491,50
11491,2011
11491,590
11491,1961
11498,1
11498,541
11498,318
11498,593
11498,344
11498,780
11498,296
11498,5445
11498,3578
11498,150
11501,8874
11501,7153
11501,356
11501,4226
11501,2762
11501,593
11501,6502
11501,541
11501,4993
11501,296
11506,44191
11506,60069
11506,1225
11506,1721
11506,34
11506,35836
11506,608
11506,4002
11506,1747
11506,524
11507,1
11507,2762
11507,50
11507,66934
11507,44191
11507,68954
11507,527
11507,33794
11507,296
11507,54286
11509,4226
11509,6711
11509,7361
11509,2858
11509,5878
11509,8873
11509,5995
11509,7323
11509,4973
11509,6016
11513,318
11513,3114
11513,41566
11513,356
11513,4886
11513,6377
11513,4306
11513,5218
11513,3751
11513,8360
11517,50
11517,6016
11517,4973
11517,7153
11517,2278
11517,31878
11517,72998
11517,5418
11517,2019
11517,356
11521,1527
11521,4878
11521,1136
11521,49272
11521,4226
11521,6377
11521,3578
11521,5971
11521,48780
11521,296
11523,318
11523,356
11523,1198
11523,68954
11523,3578
11523,4995
11523,2959
11523,527
11523,4226
11523,2858
11528,356
11528,296
11528,1
11528,49272
11528,2997
11528,1136
11528,7147
11528,58559
11528,2571
11528,4878
11529,69757
11529,60069
11529,80463
11529,72998
11529,78499
11529,7502
11529,82459
11529,69122
11529,81591
11529,70286
11533,1580
11533,47
11533,4886
11533,2329
11533,7361
11533,5989
11533,296
11533,6539
11533,4306
11533,2858
11535,4226
11535,592
11535,377
11535,527
11535,2858
11535,50
11535,4886
11535,2959
11535,6377
11535,593
11547,1089
11547,4226
11547,2997
11547,1193
11547,527
11547,318
11547,32587
11547,32
11547,4993
11547,1136
11550,58559
11550,1198
11550,527
11550,72998
11550,589
11550,2858
11550,1270
11550,1682
11550,2028
11550,7361
11559,356
11559,593
11559,6539
11559,7502
11559,72998
11559,1270
11559,2959
11559,2571
11559,296
11559,58559
11560,904
11560,1225
11560,2019
11560,903
11560,750
11560,50
11560,7153
11560,2858
11560,924
11560,2467
11563,318
11563,1214
11563,589
11563,2858
11563,4973
11563,7361
11563,2762
11563,1580
11563,4995
11563,50
11567,2324
11567,541
11567,64614
11567,7502
11567,527
11567,44555
11567,70286
11567,63082
11567,318
11567,2329
11570,1219
11570,318
11570,527
11570,4226
11570,2959
11570,4878
11570,2571
11570,541
11570,6502
11570,2329
11571,54286
11571,2959
11571,70286
11571,76093
11571,2329
11571,51662
11571,73017
11571,68358
11571,68954
11571,69122
11583,923
11583,1953
11583,1288
11583,4262
11583,6787
11583,5782
11583,1252
11583,6711
11583,49272
11583,8207
11584,5952
11584,6711
11584,318
11584,1193
11584,527
11584,593
11584,1136
11584,4878
11584,1197
11584,2858
11585,58559
11585,70286
11585,74458
11585,81591
11585,104841
11585,4973
11585,593
11585,79132
11585,2959
11585,88129
11586,1270
11586,2324
11586,6711
11586,1197
11586,858
11586,1198
11586,4993
11586,4878
11586,2571
11586,4973
11589,1784
11589,1265
11589,1617
11589,1270
11589,293
11589,527
11589,8961
11589,2997
11589,6539
11589,4878
11594,318
11594,4306
11594,2706
11594,2683
11594,344
11594,1923
11594,35836
11594,8360
11594,49272
11594,8961
11596,64614
11596,318
11596,68157
11596,68954
11596,81845
11596,74458
11596,69757
11596,76093
11596,7502
11596,2959
11597,2762
11597,296
11597,2959
11597,150
11597,593
11597,356
11597,318
11597,4226
11597,4973
11597,527
11598,150
11598,1089
11598,1682
11598,2291
11598,4995
11598,8961
11598,32587
11598,4878
11598,3578
11598,4226
11605,924
11605,318
11605,750
11605,5291
11605,6016
11605,2858
11605,4226
11605,2019
11605,7361
11605,296
11606,44555
11606,55820
11606,69757
11606,50872
11606,318
11606,2858
11606,2959
11606,60069
11606,48394
11606,7361
11609,150
11609,2762
11609,457
11609,356
11609,780
11609,32
11609,527
11609,110
11609,4995
11609,364
11615,4226
11615,2571
11615,318
11615,2997
11615,2858
11615,2959
11615,6711
11615,2918
11615,50
11615,1265
11619,527
11619,4306
11619,50
11619,6539
11619,4995
11619,7361
11619,58559
11619,47
11619,4226
11619,356
11621,356
11621,527
11621,2762
11621,296
11621,1270
11621,593
11621,1198
11621,780
11621,2571
11621,2858
11623,68954
11623,6874
11623,2858
11623,44191
11623,73017
11623,71535
11623,78499
11623,81845
11623,47
11623,60069
11625,527
11625,32
11625,6016
11625,50
11625,5618
11625,593
11625,7361
11625,2959
11625,2571
11625,293
11627,7063
11627,1333
11627,34542
11627,4878
11627,3925
11627,3089
11627,4235
11627,1235
11627,2019
11627,55820
11643,2571
11643,6377
11643,318
11643,4306
11643,356
11643,59315
11643,4993
11643,58559
11643,6539
11643,54286
11647,858
11647,480
11647,2571
11647,50
11647,4878
11647,1198
11647,1213
11647,4226
11647,2762
11647,608
11651,7153
11651,6016
11651,293
11651,1136
11651,1221
11651,356
11651,8961
11651,1203
11651,1258
11651,4878
11659,7361
11659,150
11659,2959
11659,480
11659,527
11659,296
11659,1270
11659,4973
11659,780
11659,50
11660,260
11660,32
11660,1527
11660,527
11660,58559
11660,2959
11660,2571
11660,2858
11660,1214
11660,593
11664,8961
11664,1265
11664,4226
11664,1721
11664,1097
11664,1527
11664,2858
11664,2115
11664,2959
11664,2716
11668,2858
11668,2959
11668,32
11668,6711
11668,7361
11668,50
11668,2329
11668,4226
11668,33794
11668,296
11677,110
11677,318
11677,6377
11677,32
11677,1270
11677,50
11677,3578
11677,4226
11677,2858
11677,593
11679,2997
11679,1682
11679,6539
11679,6016
11679,5989
11679,32
11679,2959
11679,4226
11679,2329
11679,1136
11680,91529
11680,2571
11680,70286
11680,78499
11680,84152
11680,106696
11680,68157
11680,81845
11680,97913
11680,109487
11686,2858
11686,1198
11686,50
11686,110
11686,2329
11686,593
11686,4226
11686,6377
11686,4995
11686,318
11699,2571
11699,4306
11699,6539
11699,58559
11699,81845
11699,4973
11699,79132
11699,318
11699,2858
11699,56367
11701,48394
11701,8665
11701,318
11701,4993
11701,296
11701,59315
11701,58559
11701,356
11701,45722
11701,4306
11706,1193
11706,342
11706,7153
11706,4226
11706,33794
11706,356
11706,2571
11706,1
11706,527
11706,1225
11709,480
11709,110
11709,7153
11709,5952
11709,5445
11709,1580
11709,3578
11709,1270
11709,6377
11709,4963
11717,2571
11717,4306
11717,356
11717,2959
11717,4886
11717,318
11717,8360
11717,33794
11717,4993
11717,4995
11718,55820
11718,2571
11718,4993
11718,46578
11718,6016
11718,70286
11718,2997
11718,1089
11718,50
11718,527
11719,5377
11719,6942
11719,8957
11719,58559
11719,1968
11719,7285
11719,2908
11719,593
11719,79132
11719,4973
11722,318
11722,6539
11722,356
11722,4226
11722,4995
11722,5445
11722,30793
11722,2959
11722,8961
11722,2571
11724,68157
11724,63082
11724,4226
11724,73017
11724,71535
11724,49272
11724,5952
11724,68954
11724,59369
11724,296
11727,2858
11727,1270
11727,356
11727,318
11727,50
11727,110
11727,527
11727,4306
11727,32
11727,7153
11728,30749
11728,6787
11728,8961
11728,904
11728,50
11728,4995
11728,912
11728,858
11728,1193
11728,356
11729,2329
11729,6016
11729,1270
11729,344
11729,480
11729,111
11729,2502
11729,58559
11729,46578
11729,33166
11736,6377
11736,296
11736,593
11736,2571
11736,318
11736,4306
11736,2858
11736,2291
11736,2324
11736,1225
11740,318
11740,296
11740,356
11740,750
11740,6016
11740,44191
11740,55820
11740,56367
11740,48516
11740,48774
11748,68954
11748,44665
11748,44191
11748,64614
11748,318
11748,296
11748,2959
11748,72998
11748,55820
11748,71535
11750,44191
11750,318
11750,296
11750,2858
11750,2571
11750,4973
11750,2959
11750,60069
11750,70286
11750,33794
11753,54286
11753,79132
11753,56367
11753,2571
11753,51255
11753,356
11753,46578
11753,58559
11753,318
11753,59315
11760,356
11760,593
11760,912
11760,50
11760,1214
11760,480
11760,2571
11760,541
11760,2959
11760,1193
11761,58559
11761,61236
11761,2571
11761,1263
11761,62644
11761,79132
11761,89118
11761,1682
11761,1213
11761,68237
11766,1527
11766,46578
11766,54286
11766,63082
11766,60684
11766,73017
11766,51662
11766,4226
11766,81845
11766,50872
11767,318
11767,60069
11767,7502
11767,49272
11767,47
11767,4226
11767,593
11767,50
11767,68954
11767,63082
11768,4306
11768,150
11768,1198
11768,2028
11768,593
11768,2858
11768,356
11768,318
11768,480
11768,2762
11772,296
11772,3623
11772,1721
11772,4886
11772,318
11772,356
11772,1
11772,8961
11772,344
11772,527
11774,60069
11774,318
11774,70286
11774,356
11774,68954
11774,76093
11774,593
11774,81845
11774,76251
11774,74458
11778,2329
11778,50
11778,356
11778,2858
11778,33794
11778,2959
11778,6539
11778,4963
11778,296
11778,593
11786,3578
11786,2858
11786,1136
11786,7361
11786,2028
11786,4306
11786,2324
11786,608
11786,2762
11786,32
11790,6016
11790,2858
11790,480
11790,30749
11790,4973
11790,7153
11790,150
11790,32
11790,58559
11790,7361
11794,4027
11794,25940
11794,1966
11794,2858
11794,7419
11794,39292
11794,924
11794,3925
11794,7728
11794,8228
11796,2858
11796,2959
11796,904
11796,912
11796,924
11796,4226
11796,318
11796,296
11796,908
11796,1203
11799,2858
11799,5995
11799,58559
11799,70286
11799,48516
11799,4973
11799,4011
11799,3578
11799,50
11799,32587
11803,47
11803,1653
11803,2329
11803,3147
11803,1136
11803,293
11803,4886
11803,260
11803,527
11803,50
11820,6711
11820,4886
11820,5989
11820,1246
11820,2762
11820,6942
11820,4995
11820,8961
11820,2571
11820,3996
11823,103253
11823,103249
11823,77561
11823,104841
11823,102445
11823,105504
11823,97304
11823,103042
11823,94777
11823,94864
11831,541
11831,318
11831,2858
11831,4973
11831,2959
11831,4878
11831,1148
11831,29
11831,1732
11831,2571
11832,8641
11832,2329
11832,1270
11832,51662
11832,2571
11832,72998
11832,2959
11832,58559
11832,54286
11832,296
11843,318
11843,50
11843,46578
11843,7361
11843,33794
11843,4973
11843,2959
11843,296
11843,38038
11843,4226
11844,150
11844,589
11844,2028
11844,110
11844,527
11844,4226
11844,480
11844,50
11844,318
11844,2571
11846,1784
11846,2959
11846,2858
11846,593
11846,4886
11846,4995
11846,2762
11846,4973
11846,1198
11846,1721
11849,296
11849,1136
11849,5995
11849,1193
11849,924
11849,356
11849,2329
11849,527
11849,1732
11849,293
11850,47
11850,2858
11850,3578
11850,32
11850,33794
11850,356
11850,7361
11850,1193
11850,1198
11850,4878
11851,1136
11851,2959
11851,60069
11851,356
11851,7361
11851,4306
11851,4226
11851,4973
11851,70286
11851,527
11854,60069
11854,2959
11854,44191
11854,56367
11854,79132
11854,2571
11854,48394
11854,54286
11854,73017
11854,68954
11855,541
11855,1258
11855,296
11855,1193
11855,1208
11855,4226
11855,924
11855,527
11855,7361
11855,32
11860,4995
11860,527
11860,2571
11860,4973
11860,48516
11860,30749
11860,32
11860,1193
11860,47
11860,7361
11863,2959
11863,593
11863,2858
11863,1580
11863,364
11863,4226
11863,3996
11863,589
11863,356
11863,4993
11865,1203
11865,4995
11865,6539
11865,44191
11865,1288
11865,46578
11865,7361
11865,4878
11865,37733
11865,8961
11867,2858
11867,2571
11867,79132
11867,6016
11867,527
11867,2959
11867,296
11867,58559
11867,4306
11867,56367
11871,4995
11871,2959
11871,1246
11871,1721
11871,58559
11871,527
11871,3578
11871,5418
11871,1625
11871,1203
11878,68954
11878,60069
11878,58559
11878,63082
11878,64614
11878,56367
11878,69122
11878,72998
11878,2959
11878,70286
11881,6377
11881,356
11881,318
11881,2571
11881,4973
11881,5952
11881,1967
11881,296
11881,2959
11881,527
11884,4878
11884,593
11884,59784
11884,68954
11884,35836
11884,46578
11884,50872
11884,4306
11884,63082
11884,2858
11887,4011
11887,6016
11887,750
11887,50
11887,527
11887,4226
11887,4973
11887,58559
11887,2858
11887,356
11889,527
11889,6874
11889,7438
11889,2028
11889,4993
11889,3949
11889,4034
11889,1193
11889,6539
11889,1080
11890,296
11890,4226
11890,527
11890,2762
11890,1682
11890,50
11890,2324
11890,2572
11890,1704
11890,1246
11896,593
11896,1246
11896,356
11896,318
11896,2571
11896,527
11896,2858
11896,1682
11896,296
11896,2762
11900,1909
11900,4270
11900,8972
11900,5630
11900,780
11900,592
11900,8985
11900,318
11900,4638
11900,33004
11902,40819
11902,40629
11902,33166
11902,44199
11902,36517
11902,40583
11902,41285
11902,44191
11902,47629
11902,8949
11906,4306
11906,6711
11906,858
11906,50
11906,2571
11906,1089
11906,527
11906,1136
11906,356
11906,2762
11917,79132
11917,58559
11917,527
11917,2959
11917,4973
11917,6377
11917,5952
11917,318
11917,4995
11917,72998
11921,527
11921,1136
11921,2858
11921,2329
11921,1089
11921,2959
11921,318
11921,858
11921,296
11921,2571
11924,2959
11924,4878
11924,2858
11924,4973
11924,50
11924,318
11924,296
11924,6711
11924,8961
11924,4226
11927,4973
11927,296
11927,1193
11927,2762
11927,110
11927,3578
11927,1961
11927,46578
11927,2571
11927,50
11928,1517
11928,58559
11928,2858
11928,2329
11928,2571
11928,318
11928,32587
11928,51662
11928,344
11928,8641
11938,4993
11938,2571
11938,2858
11938,541
11938,750
11938,2028
11938,1270
11938,608
11938,296
11938,47
11944,8961
11944,593
11944,2858
11944,296
11944,2959
11944,6377
11944,1270
11944,527
11944,3578
11944,4995
11948,2858
11948,1270
11948,4973
11948,318
11948,527
11948,2329
11948,7361
11948,4995
11948,50
11948,4226
11956,110
11956,1246
11956,2959
11956,527
11956,1704
11956,4995
11956,4886
11956,1214
11956,457
11956,4226
11963,296
11963,48385
11963,5952
11963,231
11963,35836
11963,3578
11963,2571
11963,4886
11963,318
11963,8528
11966,60069
11966,54286
11966,92259
11966,68954
11966,74458
11966,1704
11966,2858
11966,68358
11966,106782
11966,33794
11969,356
11969,296
11969,1198
11969,527
11969,589
11969,1210
11969,5952
11969,4306
11969,2571
11969,480
11971,356
11971,296
11971,527
11971,54286
11971,4226
11971,150
11971,4995
11971,593
11971,47
11971,8665
11980,46578
11980,7361
11980,858
11980,2571
11980,2858
11980,1193
11980,2959
11980,47
11980,58559
11980,2329
11983,47
11983,4995
11983,593
11983,2571
11983,2858
11983,527
11983,7361
11983,296
11983,356
11983,2329
11986,6539
11986,4995
11986,296
11986,4963
11986,5989
11986,1193
11986,1704
11986,593
11986,1961
11986,1
11990,4306
11990,3578
11990,2571
11990,2959
11990,150
11990,4995
11990,30749
11990,750
11990,7361
11990,2329
11998,32
11998,750
11998,1270
11998,1198
11998,2571
11998,296
11998,6979
11998,1206
11998,2959
11998,1214
12005,48394
12005,2858
12005,4226
12005,50
12005,2959
12005,4973
12005,296
12005,318
12005,608
12005,60069
12008,33794
12008,32587
12008,2858
12008,4973
12008,39183
12008,2959
12008,7361
12008,6711
12008,49272
12008,4226
12016,5952
12016,4973
12016,2959
12016,58559
12016,356
12016,2571
12016,1721
12016,4886
12016,1270
12016,318
12019,1333
12019,924
12019,4973
12019,7361
12019,2959
12019,6016
12019,3462
12019,1206
12019,1260
12019,296
12023,593
12023,2571
12023,50
12023,6377
12023,4306
12023,33794
12023,2762
12023,527
12023,318
12023,296
12026,6016
12026,3996
12026,34542
12026,8961
12026,4226
12026,46578
12026,3911
12026,2858
12026,26131
12026,1270
12034,356
12034,150
12034,527
12034,910
12034,2398
12034,4995
12034,6539
12034,318
12034,1219
12034,1207
12036,4306
12036,4886
12036,6377
12036,1
12036,50872
12036,4016
12036,1148
12036,45431
12036,3751
12036,44022
12040,4973
12040,6874
12040,48385
12040,48394
12040,49272
12040,5995
12040,33794
12040,4878
12040,2858
12040,4848
12041,1201
12041,4027
12041,858
12041,150
12041,4226
12041,1203
12041,2858
12041,2028
12041,1221
12041,608
